index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_km
3165,Ford Ecosport Sports Diesel,2013,475000,48000,Diesel,Dealer,manual,Second Owner,21.7,1498.0,98.96,5.0,12,21889.400921658987
3166,Honda Amaze E Diesel BSIV,2014,465000,27233,Diesel,Dealer,manual,First Owner,27.4,1498.0,98.63,5.0,11,16970.80291970803
3167,Tata Manza Aura Safire,2011,225000,35000,Petrol,Individual,manual,First Owner,15.0,1368.0,90.0,5.0,14,15000.0
3168,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,310000,200000,Diesel,Individual,manual,Second Owner,12.8,2494.0,102.0,8.0,20,24218.75
3169,Tata Sumo EX,2016,445000,63000,Diesel,Dealer,manual,First Owner,15.3,2956.0,83.8,9.0,9,29084.967320261436
3170,Mahindra Bolero B4,2015,445000,62000,Diesel,Dealer,manual,First Owner,21.0,1498.0,74.96,7.0,10,21190.47619047619
3171,Tata New Safari 3L Dicor LX 4x2,2012,450000,68240,Diesel,Dealer,manual,First Owner,13.93,2956.0,138.1,7.0,13,32304.37903804738
3172,Mahindra Scorpio 1.99 S10 4WD,2008,450000,78000,Diesel,Dealer,manual,First Owner,15.4,1997.0,120.0,7.0,17,29220.77922077922
3173,Maruti Swift VDI BSIV,2017,525000,38000,Diesel,Dealer,manual,Second Owner,19.41878335651954,,,,8,27035.679340010753
3174,Maruti Wagon R VXI,2010,200000,35000,Petrol,Dealer,manual,First Owner,18.9,998.0,67.1,5.0,15,10582.010582010584
3175,Maruti Swift Dzire LXI,2018,611000,9000,Petrol,Dealer,manual,First Owner,19.1,1197.0,85.8,5.0,7,31989.528795811515
3176,Hyundai Creta 1.6 CRDi Anniversary Edition,2016,819999,39000,Diesel,Dealer,manual,First Owner,19.67,1582.0,126.2,5.0,9,41687.798678190135
3177,Hyundai Creta 1.4 CRDi S,2016,825000,39000,Diesel,Dealer,manual,First Owner,21.38,1396.0,88.7,5.0,9,38587.46492048644
3178,Ford Ecosport 1.5 Diesel Titanium,2015,599000,92651,Diesel,Dealer,manual,First Owner,21.7,1498.0,98.96,5.0,10,27603.6866359447
3179,Maruti Swift LXi BSIV,2018,490000,28000,Petrol,Dealer,manual,First Owner,16.1,1197.0,85.0,5.0,7,30434.78260869565
3180,Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,manual,First Owner,17.57,1193.0,88.7,5.0,5,28457.598178713717
3181,Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,manual,First Owner,17.57,1193.0,88.7,5.0,5,28457.598178713717
3182,Mahindra XUV500 W10 2WD,2017,1100000,88754,Diesel,Dealer,manual,First Owner,16.0,2179.0,140.0,7.0,8,68750.0
3183,Ford Aspire Titanium BSIV,2019,675000,7000,Petrol,Individual,manual,First Owner,19.4,1194.0,94.93,5.0,6,34793.8144329897
3184,Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Individual,manual,First Owner,16.0,2179.0,138.0,7.0,7,84375.0
3185,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,570000,20000,Petrol,Individual,manual,First Owner,18.9,1197.0,81.86,5.0,7,30158.730158730163
3186,Hyundai Grand i10 1.2 CRDi Asta,2017,455000,50000,Diesel,Individual,manual,First Owner,24.0,1186.0,73.97,5.0,8,18958.333333333332
3187,Hyundai EON Era Plus,2013,165000,45000,Petrol,Individual,manual,Second Owner,21.1,814.0,55.2,5.0,12,7819.905213270142
3188,Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Individual,manual,First Owner,17.8,1497.0,117.3,5.0,9,51966.292134831456
3189,Tata Indigo CS eLX BS IV,2014,215000,100000,Diesel,Individual,manual,Second Owner,25.0,1396.0,69.01,5.0,11,8600.0
3190,Maruti Swift VXI Optional,2016,470000,23700,Petrol,Individual,manual,First Owner,20.4,1197.0,81.8,5.0,9,23039.21568627451
3191,Maruti Swift VXI Deca,2016,470000,23700,Petrol,Individual,manual,First Owner,20.4,1197.0,81.8,5.0,9,23039.21568627451
3192,Maruti Ciaz ZDi Plus SHVS,2017,650000,60000,Diesel,Individual,manual,First Owner,28.09,1248.0,88.5,5.0,8,23139.90744037024
3193,Renault Captur 1.5 Diesel RXT,2017,900000,50000,Diesel,Individual,manual,First Owner,20.37,1461.0,108.45,5.0,8,44182.62150220913
3194,Ford Fiesta 1.6 SXI ABS Duratec,2011,325000,53287,Petrol,Dealer,manual,First Owner,19.41878335651954,,,,14,16736.372924768562
3195,Ford Fiesta Classic 1.4 SXI Duratorq,2009,190000,100000,Diesel,Individual,manual,Second Owner,17.8,1399.0,67.0,5.0,16,10674.157303370786
3196,Hyundai i20 Active 1.4 SX with AVN,2017,715000,60000,Diesel,Individual,manual,First Owner,21.19,1396.0,88.73,5.0,8,33742.33128834356
3197,Tata Indigo CS eVX,2013,227999,60000,Diesel,Individual,manual,Second Owner,25.0,1396.0,69.01,5.0,12,9119.96
3198,Tata Bolt Quadrajet XE,2017,450000,50000,Diesel,Individual,manual,First Owner,22.95,1248.0,74.0,5.0,8,19607.843137254902
3199,Chevrolet Beat Diesel LT,2015,200000,40000,Diesel,Individual,manual,First Owner,25.44,936.0,56.3,5.0,10,7861.635220125786
3200,Maruti Wagon R LXI CNG,2017,400000,110000,CNG,Individual,manual,First Owner,26.6,998.0,58.16,5.0,8,15037.593984962405
3201,Maruti Ertiga SHVS VDI,2016,725000,110000,Diesel,Individual,manual,First Owner,24.52,1248.0,88.5,7.0,9,29567.699836867865
3202,Ford Figo Diesel Titanium,2014,300000,80000,Diesel,Individual,manual,First Owner,20.0,1399.0,68.05,5.0,11,15000.0
3203,Toyota Innova 2.5 GX (Diesel) 8 Seater,2016,1151000,69500,Diesel,Individual,manual,Second Owner,12.99,2494.0,100.6,8.0,9,88606.62047729023
3204,Datsun GO T BSIV,2014,225000,33000,Petrol,Individual,manual,First Owner,20.63,1198.0,67.0,5.0,11,10906.446921958313
3205,Hyundai i10 Magna 1.1L,2016,380000,80000,Petrol,Individual,manual,First Owner,19.81,1086.0,68.05,5.0,9,19182.231196365472
3206,Hyundai Elite i20 Magna Plus BSIV,2019,630000,5000,Petrol,Individual,manual,First Owner,18.6,1197.0,81.86,5.0,6,33870.967741935485
3207,Hyundai i10 Magna 1.2 iTech SE,2014,351000,25000,Petrol,Individual,manual,First Owner,20.36,1197.0,78.9,5.0,11,17239.68565815324
3208,Skoda Fabia 1.2 TDI Active Plus,2012,199000,50000,Diesel,Individual,manual,Second Owner,20.86,1199.0,75.0,5.0,13,9539.789069990413
3209,Tata Hexa XE,2017,850000,50000,Diesel,Individual,manual,First Owner,17.6,2179.0,147.94,7.0,8,48295.454545454544
3210,Tata Indica Vista Terra Quadrajet 1.3L,2010,105000,120000,Diesel,Individual,manual,Second Owner,18.0,1248.0,75.0,5.0,15,5833.333333333333
3211,Tata Manza Aura (ABS) Quadrajet,2010,300000,120000,Diesel,Individual,manual,Third Owner,18.8,1248.0,90.0,5.0,15,15957.446808510638
3212,Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,950000,80000,Diesel,Individual,manual,First Owner,12.99,2494.0,100.6,7.0,9,73133.17936874519
3213,Mahindra TUV 300 T8,2015,430000,110000,Diesel,Individual,manual,Second Owner,18.49,1493.0,100.0,7.0,10,23255.813953488374
3214,Ford Endeavour 3.2 Titanium AT 4X4,2016,2100000,80000,Diesel,Individual,automatic,First Owner,10.91,3198.0,197.0,7.0,9,192483.95967002749
3215,Hyundai Grand i10 1.2 CRDi Sportz,2018,540000,30000,Diesel,Individual,manual,First Owner,24.0,1186.0,73.97,5.0,7,22500.0
3216,Hyundai Santro Xing GL LPG,2012,175000,60000,LPG,Individual,manual,Second Owner,17.8,1086.0,63.0,5.0,13,9831.460674157302
3217,Hyundai Creta 1.6 CRDi AT SX Plus,2018,1150000,44000,Diesel,Individual,automatic,First Owner,17.01,1582.0,126.2,5.0,7,67607.28982951204
3218,Maruti Alto 800 LXI,2020,350000,5000,Petrol,Individual,manual,First Owner,22.05,796.0,47.3,5.0,5,15873.015873015873
3219,Hyundai Elite i20 Petrol Asta Option,2019,690000,18000,Petrol,Individual,manual,First Owner,18.6,1197.0,81.86,5.0,6,37096.77419354839
3220,Hyundai i20 Asta 1.4 CRDi,2015,535000,80000,Diesel,Individual,manual,First Owner,22.54,1396.0,88.73,5.0,10,23735.581188997337
3221,Maruti Vitara Brezza ZDi Plus,2016,730000,100000,Diesel,Individual,manual,First Owner,24.3,1248.0,88.5,5.0,9,30041.152263374486
3222,Hyundai EON Era Plus,2016,280000,19000,Petrol,Individual,manual,First Owner,21.1,814.0,55.2,5.0,9,13270.142180094786
3223,Maruti Swift AMT ZXI,2019,650000,33000,Petrol,Individual,automatic,First Owner,21.21,1197.0,81.8,5.0,6,30645.921735030646
3224,Toyota Innova 2.5 GX 7 STR,2012,520000,162000,Diesel,Individual,manual,Fourth & Above Owner,12.8,2494.0,102.0,7.0,13,40625.0
3225,Hyundai Xcent 1.2 VTVT E,2020,360000,65000,Petrol,Individual,manual,Second Owner,20.14,1197.0,81.86,5.0,5,17874.875868917577
3226,Maruti Swift Dzire Vdi BSIV,2011,250000,170000,Diesel,Individual,manual,First Owner,19.3,1248.0,73.9,5.0,14,12953.367875647667
3227,Volkswagen Ameo 1.5 TDI Trendline,2017,575000,40000,Diesel,Individual,manual,First Owner,21.66,1498.0,108.62,5.0,8,26546.6297322253
3228,Tata Indigo CS LS (TDI) BS III,2012,170000,120000,Diesel,Individual,manual,Third Owner,19.09,1396.0,69.0,5.0,13,8905.18596123625
3229,Maruti Vitara Brezza LDi Option,2017,711000,53000,Diesel,Individual,manual,First Owner,24.3,1248.0,88.5,5.0,8,29259.25925925926
3230,Maruti Wagon R VXI BSIII,2013,250000,90000,Petrol,Individual,manual,First Owner,18.9,998.0,67.1,5.0,12,13227.51322751323
3231,Maruti Swift Dzire VDI Optional,2017,675000,35000,Diesel,Individual,manual,First Owner,26.59,1248.0,74.0,5.0,8,25385.483264385108
3232,Maruti Wagon R VXI BS IV,2016,325000,50000,Petrol,Individual,manual,First Owner,20.51,998.0,67.04,5.0,9,15845.92881521209
3233,Maruti Alto 800 LXI,2016,250000,20000,Petrol,Individual,manual,First Owner,22.74,796.0,47.3,5.0,9,10993.843447669306
3234,Maruti Swift AMT ZDI,2019,740000,38000,Diesel,Individual,automatic,First Owner,28.4,1248.0,74.0,5.0,6,26056.338028169015
3235,Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,manual,First Owner,17.8,1198.0,86.7,5.0,6,38764.04494382023
3236,Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,automatic,First Owner,17.01,1968.0,188.0,5.0,7,233686.06701940033
3238,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,automatic,First Owner,19.33,1999.0,177.0,5.0,8,165545.78375581998
3239,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,automatic,First Owner,9.5,3604.0,280.0,5.0,8,431578.94736842107
3240,Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,automatic,First Owner,12.83,1999.0,148.31,7.0,6,350740.45206547156
3241,BMW 5 Series 520d Sport Line,2018,3790000,29500,Diesel,Dealer,automatic,First Owner,22.48,1995.0,187.74,5.0,7,168594.30604982207
3242,Honda CR-V 2.4L 4WD AT AVN,2017,1750000,73000,Petrol,Dealer,automatic,First Owner,12.0,2354.0,187.4,5.0,8,145833.33333333334
3243,Skoda Superb LK 1.8 TSI AT,2018,1864999,50000,Petrol,Dealer,automatic,First Owner,14.67,1798.0,177.46,5.0,7,127130.1295160191
3244,Maruti Ciaz 1.3 Alpha,2017,800000,28050,Diesel,Dealer,manual,First Owner,28.09,1248.0,88.5,5.0,8,28479.88608045568
3245,Honda CR-V 2.4L 4WD AT AVN,2017,1825000,58000,Petrol,Dealer,automatic,First Owner,12.0,2354.0,187.4,5.0,8,152083.33333333334
3246,Tata Hexa XTA,2017,1295000,58000,Diesel,Dealer,automatic,First Owner,17.6,2179.0,153.86,7.0,8,73579.54545454546
3247,Renault Duster 85PS Diesel RxZ,2014,425000,69000,Diesel,Dealer,manual,First Owner,19.87,1461.0,83.8,5.0,11,21389.028686462003
3248,Mercedes-Benz GL-Class 350 CDI Luxury,2016,4090000,70000,Diesel,Dealer,automatic,First Owner,12.0,2987.0,224.0,7.0,9,340833.3333333333
3249,Hyundai Creta 1.6 SX Automatic Diesel,2015,910000,40000,Diesel,Dealer,automatic,First Owner,17.6,1582.0,126.2,5.0,10,51704.54545454545
3250,Toyota Corolla Altis 1.8 G CVT,2013,625000,39000,Petrol,Dealer,automatic,First Owner,14.28,1798.0,138.03,5.0,12,43767.507002801125
3251,Volvo XC40 D4 R-Design,2018,3400000,22000,Diesel,Dealer,automatic,First Owner,18.0,1969.0,190.0,5.0,7,188888.88888888888
3252,Maruti Ciaz ZDi,2015,535000,40000,Diesel,Dealer,manual,First Owner,26.21,1248.0,88.5,5.0,10,20412.05646699733
3253,Mahindra Bolero 2011-2019 SLX,2011,325000,142000,Diesel,Individual,manual,First Owner,15.96,2523.0,62.1,7.0,14,20363.408521303256
3254,Maruti Swift VXI Deca,2016,500000,22947,Petrol,Individual,manual,First Owner,20.4,1197.0,81.8,5.0,9,24509.80392156863
3255,Hyundai i10 Sportz,2013,300000,30000,Petrol,Individual,manual,Second Owner,20.36,1197.0,78.9,5.0,12,14734.774066797643
3256,Hyundai EON D Lite Plus,2016,270000,7672,Petrol,Individual,manual,First Owner,21.1,814.0,55.2,5.0,9,12796.208530805687
3257,Maruti Alto LXi,2010,160000,36659,Petrol,Individual,manual,First Owner,19.7,796.0,46.3,5.0,15,8121.827411167513
3258,Maruti Omni E MPI STD BS IV,2016,210000,60000,Petrol,Individual,manual,First Owner,16.8,796.0,34.2,8.0,9,12500.0
3259,Mahindra XUV500 W4,2014,850000,120000,Diesel,Individual,manual,First Owner,15.1,2179.0,140.0,7.0,11,56291.39072847682
3260,Mahindra XUV500 W4,2014,880000,120000,Diesel,Individual,manual,First Owner,15.1,2179.0,140.0,7.0,11,58278.14569536424
3261,Maruti Zen Estilo Sports,2010,150000,39000,Petrol,Individual,manual,First Owner,16.9,1061.0,64.9,5.0,15,8875.739644970416
3262,Mahindra TUV 300 T8 AMT,2015,775000,45000,Diesel,Individual,automatic,First Owner,18.49,1493.0,100.0,7.0,10,41914.548404543
3263,Maruti Alto LXi,2009,160000,70000,Petrol,Individual,manual,Third Owner,19.7,796.0,46.3,5.0,16,8121.827411167513
3264,Ford Figo Diesel EXI,2012,220000,100000,Diesel,Individual,manual,Second Owner,20.0,1399.0,68.0,5.0,13,11000.0
3265,Hyundai i20 1.4 Asta Option,2017,670000,48000,Diesel,Individual,manual,First Owner,22.54,1396.0,88.73,5.0,8,29724.933451641526
3266,Hyundai i20 1.4 Sportz,2018,780000,35000,Diesel,Individual,manual,First Owner,22.54,1396.0,88.73,5.0,7,34605.146406388645
3267,Maruti Baleno Sigma 1.2,2017,515000,23000,Petrol,Individual,manual,First Owner,21.4,1197.0,83.1,5.0,8,24065.420560747665
3268,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,14000,Diesel,Individual,manual,First Owner,22.54,1396.0,88.73,5.0,8,35492.4578527063
3269,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,14000,Diesel,Individual,manual,First Owner,22.54,1396.0,88.73,5.0,8,35492.4578527063
3270,Mahindra XUV500 W8 2WD,2014,850000,60000,Diesel,Individual,manual,First Owner,15.1,2179.0,140.0,7.0,11,56291.39072847682
3271,Hyundai EON Era Plus,2013,200000,60000,Petrol,Individual,manual,Second Owner,21.1,814.0,55.2,5.0,12,9478.67298578199
3272,Skoda Fabia 1.4 TDI Ambiente,2008,140000,150000,Diesel,Individual,manual,Third Owner,19.4,1422.0,70.0,5.0,17,7216.494845360825
3273,Hyundai Verna 1.6 VTVT AT SX,2016,800000,80000,Petrol,Individual,automatic,Second Owner,17.01,1591.0,121.3,5.0,9,47031.15814226925
3274,Maruti Alto K10 2010-2014 VXI,2013,250000,35000,Petrol,Individual,manual,First Owner,20.92,998.0,67.1,5.0,12,11950.286806883365
3275,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2017,800000,44500,Diesel,Individual,manual,First Owner,25.1,1248.0,88.5,5.0,8,31872.50996015936
3276,Maruti Ciaz ZDi Plus,2015,600000,60000,Diesel,Individual,manual,Third Owner,26.21,1248.0,88.5,5.0,10,22892.02594429607
3277,Renault Fluence Diesel E4,2012,250000,120000,Diesel,Individual,manual,Third Owner,21.8,1461.0,78.0,5.0,13,11467.88990825688
3278,Honda Amaze S i-DTEC,2016,500000,80000,Diesel,Individual,manual,Second Owner,25.8,1498.0,98.6,5.0,9,19379.84496124031
3279,Maruti Gypsy King Soft Top MPI BSIV,2019,750000,9900,Petrol,Individual,manual,First Owner,11.96,1298.0,80.0,8.0,6,62709.03010033444
3280,Maruti Swift ZDi,2014,650000,68000,Diesel,Individual,manual,First Owner,22.9,1248.0,74.0,5.0,11,28384.279475982534
3281,Toyota Etios Liva G,2012,350000,40000,Petrol,Individual,manual,Third Owner,19.41878335651954,,,,13,18023.786226673834
3282,Honda BRV i-DTEC V MT,2016,950000,60000,Diesel,Individual,manual,First Owner,21.9,1498.0,98.6,7.0,9,43378.995433789954
3283,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2015,580000,110000,Diesel,Individual,manual,Second Owner,13.58,2499.0,72.4,10.0,10,42709.86745213549
3284,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,640000,10000,Petrol,Individual,manual,First Owner,18.9,1197.0,81.86,5.0,6,33862.43386243386
3285,Mahindra Scorpio VLX 2WD AT BSIII,2014,800000,80000,Diesel,Individual,automatic,First Owner,11.79,2179.0,120.0,8.0,11,67854.11365564038
3286,Maruti A-Star Vxi,2011,347000,30000,Petrol,Individual,manual,First Owner,19.0,998.0,66.1,5.0,14,18263.157894736843
3287,Mahindra XUV500 W8 2WD,2014,1000000,120000,Diesel,Individual,manual,Third Owner,15.1,2179.0,140.0,7.0,11,66225.16556291391
3288,Hyundai EON Sportz,2016,300000,35000,Petrol,Individual,manual,First Owner,21.1,814.0,55.2,5.0,9,14218.009478672984
3289,Tata Tigor 1.2 Revotron XZ,2017,493000,40000,Petrol,Individual,manual,First Owner,20.3,1199.0,84.0,5.0,8,24285.714285714286
3290,Hyundai Grand i10 Magna,2014,370000,60000,Petrol,Individual,manual,First Owner,18.9,1197.0,82.0,5.0,11,19576.719576719577
3291,Maruti Swift Dzire ZDi,2008,250000,90000,Diesel,Individual,manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,17,12953.367875647667
3292,Datsun RediGO 1.0 T Option,2017,300000,20000,Petrol,Individual,manual,First Owner,22.5,999.0,67.0,5.0,8,13333.333333333334
3293,Renault KWID Climber 1.0 AMT,2017,450000,40000,Petrol,Individual,automatic,First Owner,24.04,999.0,67.0,5.0,8,18718.801996672213
3294,Ford Figo Diesel Titanium,2010,185000,124316,Diesel,Dealer,manual,Second Owner,20.0,1399.0,68.0,5.0,15,9250.0
3295,Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,1225000,6544,Diesel,Individual,manual,First Owner,20.0,1497.0,115.0,5.0,6,61250.0
3296,Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,1000000,50000,Diesel,Individual,manual,First Owner,12.99,2494.0,100.6,8.0,10,76982.29407236335
3297,Hyundai i20 Magna 1.2,2016,600000,10000,Petrol,Individual,manual,First Owner,18.6,1197.0,81.83,5.0,9,32258.06451612903
3298,Mahindra XUV500 W7 BSIV,2018,1100000,50000,Diesel,Individual,manual,First Owner,15.1,2179.0,152.87,7.0,7,72847.6821192053
3299,Hyundai Grand i10 SportZ Edition,2015,360000,30000,Petrol,Individual,manual,Second Owner,18.9,1197.0,81.86,5.0,10,19047.61904761905
3300,Maruti Swift Dzire VXi,2012,285000,69000,Petrol,Individual,manual,First Owner,17.5,1298.0,85.8,5.0,13,16285.714285714286
3301,Mahindra KUV 100 mFALCON D75 K8,2016,350000,49600,Diesel,Individual,manual,Second Owner,25.32,1198.0,77.0,6.0,9,13823.06477093207
3302,Hyundai i10 Era,2008,130000,30000,Petrol,Individual,manual,Second Owner,19.81,1086.0,68.05,5.0,17,6562.342251388188
3303,Chevrolet Enjoy 1.3 TCDi LTZ 8,2016,500000,198000,Diesel,Individual,manual,First Owner,18.2,1248.0,73.74,8.0,9,27472.527472527472
3304,Hyundai i20 Asta (o),2010,350000,80000,Petrol,Individual,manual,First Owner,17.0,1197.0,80.0,5.0,15,20588.235294117647
3305,Maruti Baleno Delta Automatic,2019,685000,19000,Petrol,Individual,automatic,First Owner,21.4,1197.0,83.1,5.0,6,32009.345794392524
3306,Maruti Eeco CNG 5 Seater AC BSIV,2020,399000,5000,CNG,Individual,manual,First Owner,21.94,1196.0,61.7,5.0,5,18185.961713764813
3307,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,525000,10000,Petrol,Individual,manual,First Owner,18.9,1197.0,81.86,5.0,8,27777.77777777778
3308,Maruti Ertiga BSIV VXI,2017,765000,40000,Petrol,Individual,manual,First Owner,17.5,1373.0,91.1,7.0,8,43714.28571428572
3309,Maruti Swift VDI,2012,450000,97000,Diesel,Individual,manual,Third Owner,22.9,1248.0,74.0,5.0,13,19650.655021834064
3310,Tata Estate Std,1999,78000,80000,Diesel,Individual,manual,Third Owner,19.41878335651954,,,,26,4016.7295019444546
3311,Nissan Micra Active XV,2014,390000,30000,Petrol,Individual,manual,First Owner,19.69,1198.0,67.04,5.0,11,19807.008633824276
3312,Maruti Ertiga SHVS ZDI Plus,2017,940000,120000,Diesel,Individual,manual,First Owner,24.52,1248.0,88.5,7.0,8,38336.05220228385
3313,Renault Duster 110PS Diesel RxZ,2013,650000,120000,Diesel,Individual,manual,Second Owner,19.01,1461.0,108.45,5.0,12,34192.53024723829
3314,Ford Figo Diesel Titanium,2012,320000,103994,Diesel,Individual,manual,Fourth & Above Owner,20.0,1399.0,68.0,5.0,13,16000.0
3315,Toyota Corolla AE,2003,145000,70000,Petrol,Individual,manual,Second Owner,13.4,1794.0,125.0,5.0,22,10820.89552238806
3316,Ford Figo Aspire 1.5 TDCi Titanium,2017,670000,70000,Diesel,Individual,manual,First Owner,25.83,1498.0,99.0,5.0,8,25938.8308168796
3317,Maruti SX4 ZDI Leather,2011,350000,115000,Diesel,Individual,manual,Fourth & Above Owner,21.5,1248.0,88.8,5.0,14,16279.06976744186
3318,Tata Indica Vista Quadrajet VX,2012,285000,178000,Diesel,Individual,manual,Second Owner,22.3,1248.0,74.0,5.0,13,12780.269058295964
3319,Maruti Zen Estilo LX BSIV,2011,300000,40000,Petrol,Individual,manual,Third Owner,19.0,998.0,67.1,5.0,14,15789.473684210527
3320,Ford Figo Diesel EXI,2011,300000,80000,Diesel,Individual,manual,First Owner,20.0,1399.0,68.0,5.0,14,15000.0
3321,Audi Q7 3.0 TDI Quattro,2009,810000,98000,Diesel,Individual,automatic,Fourth & Above Owner,12.07,2967.0,241.4,7.0,16,67108.53355426677
3322,Tata Indica V2 DLS TC,2009,90000,118000,Diesel,Individual,manual,Second Owner,16.8,1405.0,62.0,5.0,16,5357.142857142857
3323,Maruti Alto LX,2004,100000,100000,Petrol,Individual,manual,Second Owner,19.7,796.0,46.3,5.0,21,5076.1421319796955
3324,Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Individual,manual,Second Owner,17.88,1396.0,52.8,5.0,16,5033.557046979866
3325,Mahindra Scorpio Gateway 2WD,2013,459999,120000,Diesel,Individual,manual,Second Owner,13.5,2609.0,115.0,5.0,12,34074.0
3326,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,525000,217000,Diesel,Individual,manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,16,41015.625
3327,Maruti Wagon R AX BSIV,2011,250000,65000,Petrol,Individual,manual,Second Owner,18.9,998.0,67.1,5.0,14,13227.51322751323
3328,Hyundai i10 Asta,2012,300000,41000,Petrol,Individual,manual,Second Owner,20.36,1197.0,78.9,5.0,13,14734.774066797643
3329,Maruti Swift ZXI ABS,2005,130000,120000,Petrol,Individual,manual,Second Owner,16.1,1298.0,88.2,5.0,20,8074.534161490683
3330,Maruti Alto K10 LXI,2011,199000,70000,Petrol,Individual,manual,Third Owner,20.92,998.0,67.1,5.0,14,9512.428298279157
3331,Renault Duster 85PS Diesel RxL Optional,2012,545000,90000,Diesel,Individual,manual,Second Owner,20.46,1461.0,83.8,5.0,13,26637.341153470185
3332,Maruti Ertiga ZDI,2014,570000,80000,Diesel,Individual,manual,Second Owner,20.77,1248.0,88.8,7.0,11,27443.4280211844
3333,Honda City 2017-2020 VTEC,2006,150000,120000,Petrol,Individual,manual,Second Owner,16.9,1497.0,100.0,5.0,19,8875.739644970416
3334,Maruti Alto STD,2009,114999,100000,Petrol,Individual,manual,First Owner,19.7,796.0,46.3,5.0,16,5837.51269035533
3335,Tata Tigor 1.2 Revotron XT,2018,450000,35000,Petrol,Individual,manual,First Owner,20.3,1199.0,84.0,5.0,7,22167.48768472906
3336,Renault Triber RXT BSIV,2019,600000,5000,Petrol,Individual,manual,First Owner,20.0,999.0,72.0,7.0,6,30000.0
3337,Maruti Vitara Brezza VDi Option,2016,610000,110000,Diesel,Individual,manual,First Owner,24.3,1248.0,88.5,5.0,9,25102.880658436214
3338,Hyundai i20 1.2 Asta Option,2017,690000,20000,Petrol,Individual,manual,First Owner,18.6,1197.0,81.83,5.0,8,37096.77419354839
3339,Tata Nexon 1.2 Revotron XZ Plus,2018,790000,15000,Petrol,Individual,manual,First Owner,17.0,1198.0,108.5,5.0,7,46470.58823529412
3340,Maruti Alto K10 2010-2014 VXI,2014,254999,40000,Petrol,Individual,manual,Second Owner,20.92,998.0,67.1,5.0,11,12189.244741873805
3341,Honda Jazz 1.2 V i VTEC,2016,500000,41000,Petrol,Individual,manual,First Owner,18.7,1199.0,88.7,5.0,9,26737.967914438505
3342,Mahindra Bolero SLX,2011,340000,100000,Diesel,Individual,manual,Second Owner,13.6,2523.0,63.0,7.0,14,25000.0
3343,Mahindra Bolero SLX,2007,245000,110000,Diesel,Individual,manual,Third Owner,13.6,2523.0,63.0,7.0,18,18014.70588235294
3344,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,340000,120000,Diesel,Individual,manual,Third Owner,17.8,1399.0,67.0,5.0,13,19101.123595505618
3345,Maruti Wagon R LXI,2008,221000,35008,Petrol,Dealer,manual,First Owner,21.79,998.0,67.05,5.0,17,10142.267094997705
3346,Datsun RediGO T,2017,270000,31100,Petrol,Dealer,manual,First Owner,22.7,799.0,53.64,5.0,8,11894.273127753304
3347,Hyundai Xcent 1.1 CRDi Base,2014,455000,42312,Diesel,Dealer,manual,First Owner,24.4,1120.0,71.0,5.0,11,18647.54098360656
3348,Toyota Etios G Safety,2011,300000,72000,Petrol,Dealer,manual,First Owner,17.6,1496.0,88.7,5.0,14,17045.454545454544
3349,Toyota Etios Liva 1.4 GD,2014,480000,54891,Diesel,Dealer,manual,First Owner,23.59,1364.0,67.04,5.0,11,20347.604917337856
3350,Hyundai Verna CRDi 1.6 AT SX Plus,2018,1000000,30000,Diesel,Individual,automatic,First Owner,22.0,1582.0,126.2,5.0,7,45454.545454545456
3351,BMW 3 Series 320d Luxury Line Plus,2017,2600000,44000,Diesel,Dealer,automatic,First Owner,22.69,1995.0,190.0,5.0,8,114587.92419568091
